Player,Span,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,venue
JJ Roy,2017-2018,2,2,2,105,91*,-,60,175,0,1,0,7,7,Wankhede Stadium
Shakib Al Hasan,2011-2018,7,7,0,105,26,15,76,138.15,0,0,0,13,1,Wankhede Stadium
Murali Vijay,2011-2015,6,6,0,103,41,17.16,88,117.04,0,0,0,12,4,Wankhede Stadium
CH Morris,2013-2021,7,6,3,101,52*,33.66,76,132.89,0,1,1,5,6,Wankhede Stadium
SPD Smith,2012-2021,7,6,0,101,39,16.83,93,108.6,0,0,0,9,0,Wankhede Stadium
Ravichandra Ashwin,2011-2025,22,11,3,100,28,12.5,87,114.94,0,0,2,5,3,Wankhede Stadium
CA Lynn,2016-2019,4,4,1,100,41,33.33,76,131.57,0,0,0,9,5,Wankhede Stadium
PBB Rajapaksa,2022-2022,3,3,0,100,42,33.33,59,169.49,0,0,0,7,7,Wankhede Stadium
Lalit Yadav,2021-2024,7,7,1,98,37,16.33,95,103.15,0,0,0,9,3,Wankhede Stadium
AC Blizzard,2011-2011,3,3,0,89,51,29.66,60,148.33,0,1,0,15,2,Wankhede Stadium
Shahbaz Ahmed,2021-2024,6,3,1,87,45,43.5,59,147.45,0,0,0,7,4,Wankhede Stadium
Shahrukh Khan,2021-2023,6,6,3,87,47,29,60,145,0,0,1,9,4,Wankhede Stadium
JM Bairstow,2022-2022,3,3,0,85,56,28.33,58,146.55,0,1,0,14,1,Wankhede Stadium
DPMD Jayawardene,2008-2013,5,5,1,85,56,21.25,74,114.86,0,1,0,11,0,Wankhede Stadium
R Dravid,2008-2013,4,4,1,82,43*,27.33,75,109.33,0,0,0,11,0,Wankhede Stadium
Shardul Thakur,2017-2024,17,9,3,81,17,13.5,59,137.28,0,0,0,5,4,Wankhede Stadium
Karun Nair,2014-2022,6,5,0,80,50,16,67,119.4,0,1,0,9,2,Wankhede Stadium
Nehal Wadhera,2023-2024,7,6,1,80,52*,16,60,133.33,0,1,1,7,4,Wankhede Stadium
BJ Hodge,2011-2014,3,3,2,79,39,79,50,158,0,0,0,11,1,Wankhede Stadium
Kagiso Rabada,2017-2022,8,3,1,78,44,39,59,132.2,0,0,0,9,2,Wankhede Stadium
Tristan Stubbs,2022-2024,4,4,1,78,71*,26,39,200,0,1,1,3,7,Wankhede Stadium
GJ Bailey,2014-2015,3,3,1,77,61*,38.5,48,160.41,0,1,0,6,3,Wankhede Stadium
M Vohra,2013-2021,7,6,0,77,34,12.83,72,106.94,0,0,0,6,4,Wankhede Stadium
OA Shah,2012-2012,1,1,0,76,76,76,42,180.95,0,1,0,5,5,Wankhede Stadium
KP Pietersen,2012-2016,3,3,1,74,44,37,53,139.62,0,0,0,7,3,Wankhede Stadium
Shubman Gill,2018-2023,9,9,0,74,22,8.22,98,75.51,0,0,2,6,1,Wankhede Stadium
Mandeep Singh,2012-2019,6,5,1,73,24,18.25,59,123.72,0,0,0,10,0,Wankhede Stadium
CM Gautam,2014-2014,3,3,0,72,33,24,65,110.76,0,0,0,6,5,Wankhede Stadium
RN ten Doeschate,2011-2011,1,1,1,70,70*,-,49,142.85,0,1,0,6,3,Wankhede Stadium
Vivrant Sharma,2023-2023,1,1,0,69,69,69,47,146.8,0,1,0,9,2,Wankhede Stadium
AM Nayar,2008-2014,7,4,0,67,27,16.75,48,139.58,0,0,0,4,3,Wankhede Stadium
Romario Shepherd,2022-2024,5,4,3,67,39*,67,28,239.28,0,0,0,5,6,Wankhede Stadium
MS Wade,2022-2022,3,3,0,66,30,22,57,115.78,0,0,0,8,1,Wankhede Stadium
TM Dilshan,2008-2013,3,3,0,65,33,21.66,65,100,0,0,0,10,1,Wankhede Stadium
CR Brathwaite,2018-2018,2,2,1,64,43*,64,40,160,0,0,0,1,7,Wankhede Stadium
Dewald Brevis,2022-2024,4,4,0,63,37,15.75,59,106.77,0,0,1,2,5,Wankhede Stadium
A Symonds,2011-2011,7,5,4,63,31*,63,70,90,0,0,0,3,2,Wankhede Stadium
DJ Hussey,2008-2014,5,5,0,59,34,11.8,52,113.46,0,0,0,7,1,Wankhede Stadium
JR Hopes,2008-2011,3,3,0,57,55,19,50,114,0,1,1,10,0,Wankhede Stadium
Henrich Klaasen,2023-2025,3,3,0,57,37,19,45,126.66,0,0,0,5,2,Wankhede Stadium
GH Vihari,2013-2015,2,2,0,57,41,28.5,47,121.27,0,0,0,7,0,Wankhede Stadium
JH Kallis,2008-2013,4,4,0,56,25,14,58,96.55,0,0,1,3,2,Wankhede Stadium
TL Suman,2011-2013,7,6,1,54,23,10.8,51,105.88,0,0,0,6,3,Wankhede Stadium
Washington Sundar,2017-2022,8,6,1,53,25,10.6,51,103.92,0,0,0,5,1,Wankhede Stadium
MJ Guptill,2017-2019,2,2,0,51,36,25.5,29,175.86,0,0,0,6,2,Wankhede Stadium
Ramandeep Singh,2022-2025,5,4,2,51,22,25.5,28,182.14,0,0,0,4,3,Wankhede Stadium
J Suchith,2015-2022,10,7,4,50,34*,16.66,39,128.2,0,0,1,4,2,Wankhede Stadium
SW Billings,2022-2022,2,2,1,49,25,49,45,108.88,0,0,0,2,2,Wankhede Stadium
MC Juneja,2013-2013,1,1,0,49,49,49,40,122.5,0,0,0,6,0,Wankhede Stadium
MJ McClenaghan,2015-2019,26,11,7,49,12*,12.25,36,136.11,0,0,2,3,4,Wankhede Stadium
Mohammad Nabi,2018-2024,5,3,1,49,31,24.5,37,132.43,0,0,0,4,2,Wankhede Stadium
CA Ingram,2011-2019,2,2,0,48,47,24,34,141.17,0,0,0,7,1,Wankhede Stadium
STR Binny,2013-2018,4,3,2,47,37*,47,37,127.02,0,0,0,4,1,Wankhede Stadium
PK Garg,2022-2022,2,2,0,46,42,23,33,139.39,0,0,0,4,2,Wankhede Stadium
Vijay Shankar,2017-2025,6,4,0,46,29,11.5,39,117.94,0,0,0,6,0,Wankhede Stadium
IK Pathan,2008-2013,5,4,1,45,23,15,47,95.74,0,0,0,4,1,Wankhede Stadium
Karn Sharma,2013-2025,9,5,1,45,19,11.25,36,125,0,0,0,4,2,Wankhede Stadium
SN Khan,2015-2022,6,4,0,44,28,11,34,129.41,0,0,0,3,3,Wankhede Stadium
PP Chawla,2008-2024,19,8,4,43,12,10.75,55,78.18,0,0,1,2,1,Wankhede Stadium
SS Tiwary,2011-2015,4,3,2,43,21,43,36,119.44,0,0,0,3,1,Wankhede Stadium
CL White,2012-2013,2,2,1,43,43*,43,24,179.16,0,0,1,3,3,Wankhede Stadium
JP Faulkner,2013-2016,3,3,0,42,23,14,33,127.27,0,0,0,3,3,Wankhede Stadium
Abishek Porel,2024-2024,1,1,0,41,41,41,31,132.25,0,0,0,5,0,Wankhede Stadium
Harpreet Singh,2023-2023,1,1,0,41,41,41,28,146.42,0,0,0,4,2,Wankhede Stadium
SA Asnodkar,2008-2008,1,1,0,39,39,39,21,185.71,0,0,0,6,1,Wankhede Stadium
MV Boucher,2008-2008,1,1,1,39,39*,-,19,205.26,0,0,0,4,2,Wankhede Stadium
N Jagadeesan,2022-2023,2,2,1,39,39*,39,38,102.63,0,0,1,3,1,Wankhede Stadium
JA Morkel,2008-2012,5,4,1,39,28*,13,21,185.71,0,0,0,2,3,Wankhede Stadium
Nitish Kumar Reddy,2023-2025,3,2,0,39,20,19.5,36,108.33,0,0,0,3,0,Wankhede Stadium
Ankrish Raghuvanshi,2024-2025,2,2,0,39,26,19.5,22,177.27,0,0,0,3,3,Wankhede Stadium
Sunil Narine,2012-2025,16,11,3,38,9*,4.75,41,92.68,0,0,2,5,1,Wankhede Stadium
P Negi,2015-2019,3,3,0,38,35,12.66,28,135.71,0,0,1,1,3,Wankhede Stadium
LRPL Taylor,2008-2013,4,3,1,38,23,19,27,140.74,0,0,0,3,2,Wankhede Stadium
R Vinay Kumar,2008-2016,12,5,3,38,26*,19,33,115.15,0,0,1,4,1,Wankhede Stadium
BCJ Cutting,2017-2019,5,4,1,37,20,12.33,28,132.14,0,0,0,4,1,Wankhede Stadium
Y Venugopal Rao,2011-2011,1,1,0,37,37,37,27,137.03,0,0,0,4,1,Wankhede Stadium
HR Shokeen,2022-2023,6,3,2,36,18*,36,36,100,0,0,0,5,0,Wankhede Stadium
Jaydev Unadkat,2013-2022,11,3,1,36,24,18,25,144,0,0,0,2,2,Wankhede Stadium
CR Woakes,2017-2021,5,3,1,35,15*,17.5,30,116.66,0,0,0,2,1,Wankhede Stadium
Bhuvaneshwar Kumar,2012-2025,14,7,3,34,8,8.5,43,79.06,0,0,0,2,0,Wankhede Stadium
S Gopal,2014-2024,9,4,2,33,13*,16.5,37,89.18,0,0,0,3,1,Wankhede Stadium
M Morkel,2011-2015,4,2,1,33,23*,33,18,183.33,0,0,0,4,0,Wankhede Stadium
Shashank Singh,2022-2022,2,2,1,33,25*,33,15,220,0,0,0,1,4,Wankhede Stadium
PC Valthaty,2011-2011,1,1,0,33,33,33,38,86.84,0,0,0,1,2,Wankhede Stadium
Anuj Rawat,2022-2023,3,3,0,32,26,10.66,30,106.66,0,0,1,5,0,Wankhede Stadium
DT Christian,2011-2021,6,4,1,32,18,10.66,38,84.21,0,0,0,2,0,Wankhede Stadium
MG Johnson,2013-2018,14,8,7,32,10*,32,30,106.66,0,0,0,1,2,Wankhede Stadium
Ayush Mhatre,2025-2025,1,1,0,32,32,32,15,213.33,0,0,0,4,2,Wankhede Stadium
NV Ojha,2011-2017,4,4,0,32,13,8,40,80,0,0,0,2,0,Wankhede Stadium
Jasprit Bumrah,2014-2025,46,8,8,31,16*,-,35,88.57,0,0,0,2,1,Wankhede Stadium
AD Mathews,2013-2015,2,2,0,31,19,15.5,28,110.71,0,0,0,0,2,Wankhede Stadium
TG Southee,2015-2022,7,3,0,31,25,10.33,17,182.35,0,0,1,1,2,Wankhede Stadium
RE Levi,2012-2012,4,4,0,30,29,7.5,29,103.44,0,0,2,4,1,Wankhede Stadium
N Saini,2012-2012,1,1,0,30,30,30,25,120,0,0,0,5,0,Wankhede Stadium
KC Sangakkara,2008-2011,2,2,0,30,27,15,32,93.75,0,0,0,1,1,Wankhede Stadium
Vishnu Vinod,2023-2023,1,1,0,30,30,30,20,150,0,0,0,2,2,Wankhede Stadium
A Taide,2023-2023,1,1,0,29,29,29,17,170.58,0,0,0,3,1,Wankhede Stadium
SM Pollock,2008-2008,4,2,0,28,28,14,13,215.38,0,0,1,3,2,Wankhede Stadium
RR Powar,2008-2011,2,1,1,28,28*,-,21,133.33,0,0,0,4,1,Wankhede Stadium
Kuldeep Yadav,2017-2022,7,4,4,27,16*,-,19,142.1,0,0,0,3,1,Wankhede Stadium
SP Fleming,2008-2008,1,1,0,26,26,26,29,89.65,0,0,0,4,0,Wankhede Stadium
P Kumar,2008-2017,8,4,1,26,24,8.66,22,118.18,0,0,2,1,2,Wankhede Stadium
Prabhsimran Singh,2023-2023,1,1,0,26,26,26,17,152.94,0,0,0,1,2,Wankhede Stadium
Rachin Ravindra,2024-2025,2,2,0,26,21,13,25,104,0,0,0,2,1,Wankhede Stadium
DB Das,2012-2013,2,2,0,25,23,12.5,20,125,0,0,0,2,2,Wankhede Stadium
Marco Jansen,2022-2024,2,2,1,25,17,25,17,147.05,0,0,0,1,2,Wankhede Stadium
M Kartik,2011-2012,2,2,1,25,14*,25,22,113.63,0,0,0,2,1,Wankhede Stadium
WA Mota,2008-2008,1,1,0,25,25,25,26,96.15,0,0,0,2,0,Wankhede Stadium
GC Smith,2008-2008,1,1,0,25,25,25,21,119.04,0,0,0,5,0,Wankhede Stadium
RR Rossouw,2014-2014,1,1,0,24,24,24,14,171.42,0,0,0,1,2,Wankhede Stadium
PR Shah,2008-2011,3,2,0,24,19,12,28,85.71,0,0,0,2,0,Wankhede Stadium
RS Bopara,2015-2015,1,1,0,23,23,23,27,85.18,0,0,0,1,0,Wankhede Stadium
R Rampaul,2013-2013,1,1,1,23,23*,-,18,127.77,0,0,0,3,0,Wankhede Stadium
R Sharma,2011-2013,3,3,1,23,13,11.5,21,109.52,0,0,1,2,1,Wankhede Stadium
AB Agarkar,2008-2012,3,2,1,22,15,22,20,110,0,0,0,3,0,Wankhede Stadium
DJ Jacobs,2011-2012,3,3,0,22,12,7.33,41,53.65,0,0,1,3,0,Wankhede Stadium
AS Joseph,2019-2023,5,2,2,22,15*,-,25,88,0,0,0,3,0,Wankhede Stadium
S Vidyut,2008-2008,2,2,0,22,16,11,18,122.22,0,0,0,4,0,Wankhede Stadium
KK Cooper,2012-2014,3,3,2,21,14,21,10,210,0,0,0,0,3,Wankhede Stadium
TK Curran,2021-2021,2,1,0,21,21,21,16,131.25,0,0,0,2,0,Wankhede Stadium
B Indrajith,2022-2022,2,2,0,21,15,10.5,24,87.5,0,0,0,2,0,Wankhede Stadium
SL Malinga,2011-2019,43,7,2,21,8,4.2,14,150,0,0,2,1,2,Wankhede Stadium
A Mishra,2008-2021,7,3,1,21,18*,10.5,17,123.52,0,0,0,4,0,Wankhede Stadium
C Bosch,2025-2025,1,1,0,20,20,20,10,200,0,0,0,2,1,Wankhede Stadium
BR Dunk,2014-2014,2,2,0,20,15,10,18,111.11,0,0,0,3,0,Wankhede Stadium
AL Menaria,2011-2012,2,1,0,20,20,20,15,133.33,0,0,0,2,1,Wankhede Stadium
Mohammed Siraj,2018-2024,9,3,3,20,12*,-,17,117.64,0,0,0,0,2,Wankhede Stadium
WD Parnell,2011-2014,3,2,0,20,11,10,22,90.9,0,0,0,3,0,Wankhede Stadium
S Sohal,2011-2011,1,1,0,20,20,20,22,90.9,0,0,0,0,2,Wankhede Stadium
Azhar Mahmood,2012-2013,2,2,0,19,10,9.5,20,95,0,0,0,1,1,Wankhede Stadium
Harpreet Brar,2022-2023,3,2,0,19,14,9.5,20,95,0,0,0,2,1,Wankhede Stadium
JO Holder,2022-2023,4,3,1,19,11,9.5,25,76,0,0,0,2,1,Wankhede Stadium
CA Pujara,2014-2014,1,1,0,19,19,19,18,105.55,0,0,0,4,0,Wankhede Stadium
SK Rasheed,2025-2025,1,1,0,19,19,19,20,95,0,0,0,1,0,Wankhede Stadium
DR Sams,2022-2022,4,4,1,19,15,6.33,25,76,0,0,0,0,1,Wankhede Stadium
R Bhatia,2011-2016,4,3,0,18,12,6,15,120,0,0,0,2,0,Wankhede Stadium
Deepak Chahar,2018-2025,15,6,2,18,10,4.5,16,112.5,0,0,2,1,1,Wankhede Stadium
UBT Chand,2013-2015,3,3,0,18,13,6,19,94.73,0,0,1,2,0,Wankhede Stadium
SC Ganguly,2008-2012,2,2,0,18,15,9,26,69.23,0,0,0,2,0,Wankhede Stadium
Mitchell Santner,2022-2025,8,4,2,18,9,9,21,85.71,0,0,0,1,1,Wankhede Stadium
Aniket Verma,2025-2025,1,1,1,18,18*,-,8,225,0,0,0,0,2,Wankhede Stadium
MS Bisla,2013-2013,1,1,0,17,17,17,19,89.47,0,0,0,3,0,Wankhede Stadium
SP Goswami,2011-2018,4,4,0,17,12,4.25,18,94.44,0,0,2,2,0,Wankhede Stadium
A Manohar,2022-2023,3,3,1,17,15*,8.5,11,154.54,0,0,1,3,0,Wankhede Stadium
Daryl Mitchell,2024-2024,1,1,0,17,17,17,14,121.42,0,0,0,1,0,Wankhede Stadium
JA Richardson,2021-2024,4,3,0,17,15,5.66,26,65.38,0,0,1,2,0,Wankhede Stadium
Ben Stokes,2017-2021,3,3,1,17,17,8.5,15,113.33,0,0,1,2,0,Wankhede Stadium
S Chanderpaul,2008-2008,1,1,0,16,16,16,11,145.45,0,0,0,3,0,Wankhede Stadium
KA Jamieson,2021-2021,2,1,0,16,16,16,13,123.07,0,0,0,1,1,Wankhede Stadium
SD Chitnis,2008-2012,2,1,0,15,15,15,6,250,0,0,0,1,1,Wankhede Stadium
SD Lad,2019-2019,1,1,0,15,15,15,13,115.38,0,0,0,1,1,Wankhede Stadium
Harshal Patel,2012-2025,12,4,2,15,9*,7.5,14,107.14,0,0,1,0,2,Wankhede Stadium
AD Nath,2016-2019,2,2,0,14,12,7,14,100,0,0,0,1,0,Wankhede Stadium
PVD Chameera,2022-2022,4,2,1,14,13,14,8,175,0,0,0,2,0,Wankhede Stadium
RT Ponting,2013-2013,2,2,0,14,14,7,23,60.86,0,0,1,2,0,Wankhede Stadium
HH Gibbs,2012-2012,1,1,0,13,13,13,24,54.16,0,0,0,1,0,Wankhede Stadium
Ravi Bishnoi,2022-2025,6,1,0,13,13,13,14,92.85,0,0,0,0,2,Wankhede Stadium
Salman Butt,2008-2008,1,1,0,13,13,13,13,100,0,0,0,1,1,Wankhede Stadium
KB Arun Karthik,2013-2013,1,1,0,12,12,12,8,150,0,0,0,0,1,Wankhede Stadium
G Coetzee,2024-2024,5,2,0,12,8,6,16,75,0,0,0,0,1,Wankhede Stadium
CJ Ferguson,2012-2012,1,1,0,12,12,12,13,92.3,0,0,0,1,0,Wankhede Stadium
PW Hasaranga,2022-2023,5,1,1,12,12*,-,8,150,0,0,0,2,0,Wankhede Stadium
M Kaif,2008-2011,2,1,0,12,12,12,11,109.09,0,0,0,0,1,Wankhede Stadium
M Markande,2018-2022,9,3,2,12,7*,12,10,120,0,0,0,1,0,Wankhede Stadium
MD Mishra,2011-2011,1,1,0,12,12,12,10,120,0,0,0,2,0,Wankhede Stadium
EJG Morgan,2013-2021,3,3,0,12,7,4,17,70.58,0,0,1,1,0,Wankhede Stadium
JD Ryder,2011-2011,1,1,0,12,12,12,15,80,0,0,0,2,0,Wankhede Stadium
Sanvir Singh,2023-2024,2,2,2,12,8*,-,10,120,0,0,0,1,0,Wankhede Stadium
RA Bawa,2022-2022,1,1,0,11,11,11,13,84.61,0,0,0,1,0,Wankhede Stadium
B Chipli,2011-2012,2,2,0,11,10,5.5,14,78.57,0,0,0,1,0,Wankhede Stadium
R Dhawan,2013-2022,6,2,1,11,6,11,8,137.5,0,0,0,2,0,Wankhede Stadium
MW Short,2023-2023,1,1,0,11,11,11,10,110,0,0,0,2,0,Wankhede Stadium
Umesh Yadav,2012-2023,11,5,4,11,5*,11,10,110,0,0,0,2,0,Wankhede Stadium
A Ashish Reddy,2012-2012,1,1,0,10,10,10,10,100,0,0,0,0,1,Wankhede Stadium
DH Yagnik,2013-2013,1,1,0,10,10,10,14,71.42,0,0,0,1,0,Wankhede Stadium
S Anirudha,2011-2011,1,1,0,9,9,9,9,100,0,0,0,0,1,Wankhede Stadium
SD Chauhan,2024-2024,1,1,0,9,9,9,8,112.5,0,0,0,1,0,Wankhede Stadium
Mohammed Shami,2018-2025,11,1,1,9,9*,-,12,75,0,0,0,0,0,Wankhede Stadium
Phil Salt,2024-2025,2,2,0,9,5,4.5,5,180,0,0,0,2,0,Wankhede Stadium
OF Smith,2022-2022,1,1,1,9,9*,-,12,75,0,0,0,0,1,Wankhede Stadium
J Syed Mohammad,2012-2013,2,1,0,9,9,9,11,81.81,0,0,0,1,0,Wankhede Stadium
Yuzvendra Chahal,2014-2024,14,1,1,8,8*,-,21,38.09,0,0,0,0,0,Wankhede Stadium
Dewon Conway,2022-2023,4,4,0,8,5,2,22,36.36,0,0,2,0,0,Wankhede Stadium
Shubam Dubey,2024-2024,1,1,1,8,8*,-,6,133.33,0,0,0,1,0,Wankhede Stadium
CJ McKay,2012-2012,1,1,0,8,8,8,15,53.33,0,0,0,0,0,Wankhede Stadium
Rahmanullah Gurbaz,2023-2023,1,1,0,8,8,8,12,66.66,0,0,0,0,0,Wankhede Stadium
L Ronchi,2008-2008,1,1,0,8,8,8,10,80,0,0,0,2,0,Wankhede Stadium
Varun Aaron,2014-2022,3,1,1,7,7*,-,8,87.5,0,0,0,1,0,Wankhede Stadium
Avesh Khan,2021-2025,7,2,1,7,7*,7,3,233.33,0,0,1,0,1,Wankhede Stadium
M Ashwin,2016-2021,3,1,0,6,6,6,14,42.85,0,0,0,0,0,Wankhede Stadium
Iqbal Abdulla,2011-2016,4,1,1,6,6*,-,11,54.54,0,0,0,0,0,Wankhede Stadium
DS Kulkarni,2008-2019,15,2,2,6,6*,-,3,200,0,0,0,1,0,Wankhede Stadium
MF Maharoof,2008-2008,1,1,0,6,6,6,6,100,0,0,0,1,0,Wankhede Stadium
NLTC Perera,2011-2013,3,2,2,6,4*,-,10,60,0,0,0,0,0,Wankhede Stadium
SS Prabhudessai,2022-2022,1,1,0,6,6,6,5,120,0,0,0,1,0,Wankhede Stadium
SK Trivedi,2008-2012,3,2,2,6,5*,-,8,75,0,0,0,0,0,Wankhede Stadium
Abdul Samad,2024-2025,2,2,0,5,3,2.5,8,62.5,0,0,0,0,0,Wankhede Stadium
Mohammad Hafeez,2008-2008,1,1,0,5,5,5,11,45.45,0,0,0,1,0,Wankhede Stadium
PP Ojha,2011-2014,16,3,1,5,3,2.5,15,33.33,0,0,0,0,0,Wankhede Stadium
Rasikh Salam,2019-2019,1,1,1,5,5*,-,4,125,0,0,0,0,0,Wankhede Stadium
Sha Rutherford,2022-2022,1,1,0,5,5,5,10,50,0,0,0,0,0,Wankhede Stadium
Shivam Mavi,2021-2022,4,1,0,5,5,5,7,71.42,0,0,0,1,0,Wankhede Stadium
Sohail Tanvir,2008-2008,1,1,0,5,5,5,5,100,0,0,0,1,0,Wankhede Stadium
Mitchell Starc,2014-2024,3,2,0,5,5,2.5,6,83.33,0,0,1,1,0,Wankhede Stadium
AA Chavan,2011-2013,3,1,0,4,4,4,2,200,0,0,0,1,0,Wankhede Stadium
A Dananjaya,2018-2018,1,1,1,4,4*,-,5,80,0,0,0,0,0,Wankhede Stadium
Harshit Rana,2022-2025,2,2,1,4,4,4,9,44.44,0,0,0,0,0,Wankhede Stadium
B Laughlin,2013-2013,1,1,1,4,4*,-,8,50,0,0,0,0,0,Wankhede Stadium
GD McGrath,2008-2008,1,1,1,4,4*,-,3,133.33,0,0,0,1,0,Wankhede Stadium
A Madhwal,2023-2024,7,1,1,4,4*,-,5,80,0,0,0,0,0,Wankhede Stadium
PN Mankad,2022-2022,1,1,1,4,4*,-,1,400,0,0,0,1,0,Wankhede Stadium
Mukesh Choudhary,2022-2022,3,1,0,4,4,4,4,100,0,0,0,1,0,Wankhede Stadium
Jamie Overton,2025-2025,1,1,1,4,4*,-,3,133.33,0,0,0,1,0,Wankhede Stadium
Prince Yadav,2025-2025,1,1,1,4,4*,-,9,44.44,0,0,0,0,0,Wankhede Stadium
MN Samuels,2012-2012,1,1,0,4,4,4,4,100,0,0,0,0,0,Wankhede Stadium
I Sharma,2008-2024,7,1,0,4,4,4,5,80,0,0,0,1,0,Wankhede Stadium
Mohit Sharma,2013-2023,9,4,3,4,3*,4,11,36.36,0,0,1,0,0,Wankhede Stadium
DJM Short,2018-2018,1,1,0,4,4,4,5,80,0,0,0,1,0,Wankhede Stadium
RP Singh,2011-2016,9,3,1,4,3,2,10,40,0,0,1,0,0,Wankhede Stadium
HE van der Dussen,2022-2022,1,1,0,4,4,4,4,100,0,0,0,1,0,Wankhede Stadium
B Akhil,2008-2008,1,1,1,3,3*,-,5,60,0,0,0,0,0,Wankhede Stadium
Basil Thampi,2017-2019,3,1,0,3,3,3,6,50,0,0,0,0,0,Wankhede Stadium
Trent Boult,2015-2025,16,3,3,3,2*,-,2,150,0,0,0,0,0,Wankhede Stadium
NM Coulter-Nile,2015-2015,1,1,1,3,3*,-,2,150,0,0,0,0,0,Wankhede Stadium
AB Dinda,2008-2014,4,2,2,3,2*,-,5,60,0,0,0,0,0,Wankhede Stadium
SP Jackson,2022-2022,1,1,1,3,3*,-,3,100,0,0,0,0,0,Wankhede Stadium
VY Mahesh,2008-2008,1,1,0,3,3,3,10,30,0,0,0,0,0,Wankhede Stadium
Mohammad Asif,2008-2008,1,1,0,3,3,3,5,60,0,0,0,0,0,Wankhede Stadium
KMA Paul,2019-2019,1,1,0,3,3,3,5,60,0,0,0,0,0,Wankhede Stadium
DW Steyn,2012-2015,3,2,0,3,3,1.5,6,50,0,0,1,0,0,Wankhede Stadium
Akash Deep,2022-2024,2,1,1,2,2*,-,2,100,0,0,0,0,0,Wankhede Stadium
Arshad Khan,2023-2024,3,2,0,2,2,1,5,40,0,0,1,0,0,Wankhede Stadium
J Botha,2011-2012,2,1,0,2,2,2,3,66.66,0,0,0,0,0,Wankhede Stadium
Fazalhaq Farooqi,2022-2022,3,1,1,2,2*,-,8,25,0,0,0,0,0,Wankhede Stadium
CRD Fernando,2008-2008,1,1,1,2,2*,-,1,200,0,0,0,0,0,Wankhede Stadium
Gurkeerat Singh,2013-2013,1,1,0,2,2,2,4,50,0,0,0,0,0,Wankhede Stadium
GB Hogg,2012-2012,1,1,0,2,2,2,5,40,0,0,0,0,0,Wankhede Stadium
Imran Tahir,2014-2021,6,1,1,2,2*,-,2,100,0,0,0,0,0,Wankhede Stadium
IR Jaggi,2012-2012,1,1,0,2,2,2,7,28.57,0,0,0,0,0,Wankhede Stadium
Druv Jurel,2023-2024,2,1,0,2,2,2,3,66.66,0,0,0,0,0,Wankhede Stadium
S Randiv,2011-2011,1,1,0,2,2,2,4,50,0,0,0,0,0,Wankhede Stadium
S Kaul,2014-2022,5,1,0,2,2,2,9,22.22,0,0,0,0,0,Wankhede Stadium
B Lee,2011-2011,1,1,1,2,2*,-,3,66.66,0,0,0,0,0,Wankhede Stadium
S Nadeem,2011-2018,5,2,0,2,2,1,4,50,0,0,1,0,0,Wankhede Stadium
TD Paine,2011-2011,1,1,0,2,2,2,9,22.22,0,0,0,0,0,Wankhede Stadium
MM Patel,2008-2017,17,4,4,2,1*,-,7,28.57,0,0,0,0,0,Wankhede Stadium
M Rawat,2008-2008,1,1,0,2,2,2,4,50,0,0,0,0,0,Wankhede Stadium
NA Saini,2019-2022,3,1,0,2,2,2,4,50,0,0,0,0,0,Wankhede Stadium
Shoaib Akhtar,2008-2008,1,1,0,2,2,2,7,28.57,0,0,0,0,0,Wankhede Stadium
Simarjeet Singh,2022-2022,2,1,0,2,2,2,3,66.66,0,0,0,0,0,Wankhede Stadium
SB Wagh,2011-2011,1,1,0,2,2,2,2,100,0,0,0,0,0,Wankhede Stadium
VS Yeligati,2008-2008,1,1,0,2,2,2,2,100,0,0,0,0,0,Wankhede Stadium
Jofra Archer,2018-2023,4,1,1,1,1*,-,2,50,0,0,0,0,0,Wankhede Stadium
Bipul Sharma,2011-2011,1,1,0,1,1,1,2,50,0,0,0,0,0,Wankhede Stadium
RD Chahar,2019-2025,11,2,1,1,1*,1,3,33.33,0,0,1,0,0,Wankhede Stadium
A Chopra,2008-2008,1,1,0,1,1,1,4,25,0,0,0,0,0,Wankhede Stadium
M de Lange,2014-2014,1,1,0,1,1,1,2,50,0,0,0,0,0,Wankhede Stadium
RJ Harris,2011-2011,1,1,0,1,1,1,2,50,0,0,0,0,0,Wankhede Stadium
SH Johnson,2025-2025,1,1,1,1,1*,-,3,33.33,0,0,0,0,0,Wankhede Stadium
MK Lomror,2022-2024,4,2,0,1,1,0.5,4,25,0,0,1,0,0,Wankhede Stadium
R McLaren,2013-2013,1,1,0,1,1,1,3,33.33,0,0,0,0,0,Wankhede Stadium
M Manhas,2011-2014,2,2,0,1,1,0.5,2,50,0,0,1,0,0,Wankhede Stadium
Mustafizur Rahman,2017-2024,15,3,2,1,1,1,7,14.28,0,0,0,0,0,Wankhede Stadium
A Nehra,2008-2017,9,4,1,1,1,0.33,7,14.28,0,0,2,0,0,Wankhede Stadium
Noor Ahmad,2023-2025,2,1,0,1,1,1,3,33.33,0,0,0,0,0,Wankhede Stadium
RJ Peterson,2012-2012,2,2,1,1,1*,1,7,14.28,0,0,1,0,0,Wankhede Stadium
GD Phillips,2023-2023,1,1,0,1,1,1,4,25,0,0,0,0,0,Wankhede Stadium
D Pretorius,2022-2023,2,1,1,1,1*,-,1,100,0,0,0,0,0,Wankhede Stadium
